Company,TypeName,Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),OpSys_Clean,Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Cpu_Brand,Cpu_Name,Gpu_Brand,Gpu_Name
Acer,2 in 1 Convertible,11.6,379.0,4,1.25,0.0,0.0,0.0,32.0,32.0,Chrome OS,1366,768,1,1.6,Intel,Celeron Quad Core N3160,Intel,HD Graphics 400
HP,Notebook,14.0,1124.0,8,2.31,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,1465.0,8,1.65,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Dell,Notebook,15.6,776.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Fujitsu,Notebook,15.6,799.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Notebook,15.6,932.0,4,1.88,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,899.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 920MX
Mediacom,Notebook,14.0,239.0,2,1.4,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,0,1.44,Intel,Atom x5-Z8350,Intel,HD Graphics
Lenovo,Notebook,15.6,468.0,4,2.2,0.0,128.0,0.0,0.0,128.0,No OS,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,2 in 1 Convertible,13.3,639.01,6,1.5,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,1820.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Asus,Ultrabook,14.0,1900.0,16,1.1,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Gaming,15.6,1479.0,16,2.62,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,829.0,4,1.8,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,Notebook,15.6,579.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Nvidia,GeForce 920MX
Asus,Notebook,15.6,399.0,8,2.0,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Asus,Notebook,15.6,906.62,8,1.99,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Dell,Ultrabook,13.3,1869.0,8,1.23,0.0,256.0,0.0,0.0,256.0,Windows,3200,1800,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,Notebook,14.0,249.0,2,1.42,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Lenovo,2 in 1 Convertible,13.3,1757.42,8,1.37,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Notebook,15.6,2399.0,16,2.06,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Gaming,15.6,1109.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050M
HP,Notebook,17.0,520.9,8,2.6,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,3.0,AMD,A9-Series 9420,AMD,Radeon R5
Lenovo,Ultrabook,14.0,2450.0,16,1.14,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Gaming,15.6,1169.0,8,2.5,1024.0,0.0,0.0,0.0,1024.0,No OS,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Acer,Notebook,15.6,450.0,4,2.4,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,14.0,274.0,4,1.43,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics
Acer,Ultrabook,14.0,919.0,8,1.8,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,Graphics 620
Razer,Gaming,14.0,2599.0,16,1.95,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Toshiba,Notebook,13.3,1213.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Lenovo,Ultrabook,12.5,1584.0,8,1.36,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Gaming,17.3,2799.0,32,3.8,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HK,Nvidia,GeForce GTX 1080
Acer,Gaming,15.6,709.0,8,2.4,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Dell,Ultrabook,13.3,1449.9,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
MSI,Gaming,15.6,1191.8,8,2.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
HP,Notebook,15.6,364.9,4,1.86,500.0,0.0,0.0,0.0,500.0,No OS,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Toshiba,Notebook,15.6,1064.0,8,2.0,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,919.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Dell,Notebook,15.6,1135.0,16,2.2,2048.0,256.0,0.0,0.0,2304.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Lenovo,Gaming,15.6,1196.0,8,3.31,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.6,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960
Dell,Gaming,17.3,3147.37,32,4.42,1024.0,512.0,0.0,0.0,1536.0,Windows,3840,2160,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Dell,Notebook,14.0,1229.0,8,1.56,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.4,Intel,Core i5 6300U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,419.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Lenovo,Notebook,15.6,535.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
HP,Notebook,15.6,539.0,6,2.04,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 M430
MSI,Gaming,17.3,1486.77,8,2.7,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Toshiba,Notebook,15.6,498.0,4,2.1,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.1,Intel,Core i3 6100U,Intel,HD Graphics 520
Dell,Notebook,15.6,955.0,8,2.06,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Notebook,15.6,745.0,8,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon 530
Toshiba,Notebook,15.6,1258.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Notebook,15.6,412.0,4,2.1,0.0,128.0,0.0,0.0,128.0,Linux,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Microsoft,Ultrabook,13.5,1867.85,8,1.252,0.0,256.0,0.0,0.0,256.0,Windows,2256,1504,1,2.8,Intel,Core i7 7600U,Intel,Iris Plus Graphics 640
Lenovo,Notebook,15.6,817.95,8,1.9,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon R5 M430
Lenovo,2 in 1 Convertible,13.3,1034.0,8,1.3,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,349.0,4,2.2,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.2,AMD,E-Series E2-9000,AMD,Radeon R2 Graphics
HP,2 in 1 Convertible,14.0,699.0,4,1.63,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,1,2.4,Intel,Core i3 7100U,Nvidia,GeForce 940MX
MSI,Gaming,15.6,1294.0,16,2.4,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Asus,Ultrabook,14.0,1135.0,8,1.1,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,2 in 1 Convertible,11.6,495.0,8,1.4,0.0,0.0,0.0,64.0,64.0,Chrome OS,1366,768,1,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
LG,Ultrabook,15.6,2299.0,8,1.09,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Intel,HD Graphics 620
Acer,Gaming,15.6,1299.0,16,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050 Ti
MSI,Gaming,15.6,997.9,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Asus,Notebook,15.6,419.0,4,1.86,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Gaming,15.6,2051.0,16,3.21,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060
HP,Notebook,17.3,699.0,4,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 520
Lenovo,2 in 1 Convertible,13.3,1499.0,8,1.19,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Dell,Gaming,15.6,2813.75,16,3.49,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1070
HP,Notebook,15.6,612.61,4,1.86,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,AMD,Radeon 520
Dell,Notebook,15.6,545.67,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 M430
HP,Notebook,17.3,569.0,6,2.65,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,2.4,AMD,A10-Series 9600P,AMD,Radeon R7 M440
Lenovo,Notebook,15.6,318.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core 3855U,Intel,HD Graphics 510
Acer,Notebook,14.0,375.0,4,1.45,0.0,0.0,0.0,32.0,32.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core 3855U,Intel,HD Graphics 510
Lenovo,Notebook,14.0,699.0,4,1.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Workstation,17.3,1907.99,8,3.14,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
Lenovo,2 in 1 Convertible,14.0,2590.0,8,1.42,0.0,256.0,0.0,0.0,256.0,Windows,2560,1440,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Toshiba,Notebook,13.3,973.0,8,1.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Netbook,11.6,269.0,4,1.4,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3050,Intel,HD Graphics
Lenovo,2 in 1 Convertible,14.0,1749.0,16,1.38,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,2 in 1 Convertible,12.5,669.0,4,1.2,0.0,0.0,0.0,64.0,64.0,Chrome OS,1920,1080,1,0.9,Intel,Core M M3-6Y30,Intel,HD Graphics 515
Toshiba,Ultrabook,13.3,1877.0,16,1.36,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
HP,Notebook,15.6,689.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon 530
Dell,Gaming,15.6,819.0,8,2.56,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,399.0,4,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,AMD,A9-Series 9420,AMD,Radeon 530
Lenovo,Notebook,15.6,429.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,3.6,AMD,A12-Series 9720P,AMD,Radeon R7
Lenovo,Notebook,15.6,621.45,4,2.1,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,450.0,4,1.9,500.0,0.0,0.0,0.0,500.0,No OS,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,795.0,8,2.18,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,2 in 1 Convertible,13.3,999.0,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,Workstation,15.6,1855.0,16,2.18,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Nvidia,Quadro M520M
Lenovo,Notebook,14.0,1191.0,8,1.8,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.3,Intel,Core i5 6300HQ,Intel,HD Graphics 520
HP,Notebook,17.3,655.01,6,2.71,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,2.5,AMD,A10-Series 9620P,AMD,Radeon 530
Lenovo,Gaming,15.6,1249.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Dell,Notebook,14.0,1089.0,8,1.64,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.8,Intel,Core i5 7440HQ,Nvidia,GeForce 930MX
Dell,Notebook,15.6,726.0,8,1.98,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Notebook,14.0,298.0,4,1.5,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Notebook,15.6,1426.66,16,1.93,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,857.07,8,1.87,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 920MX
Dell,Notebook,15.6,1179.0,8,1.9,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,298.0,4,2.19,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,AMD,A6-Series 7310,AMD,Radeon R4
Mediacom,Notebook,14.0,265.0,4,1.4,32.0,0.0,0.0,0.0,32.0,Windows,1920,1200,0,1.92,Intel,Atom Z8350,Intel,HD Graphics 400
HP,Notebook,17.3,1200.0,8,2.63,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 930MX
Lenovo,Ultrabook,14.0,1686.64,8,1.17,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,0,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
HP,2 in 1 Convertible,13.3,836.6,8,1.58,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Ultrabook,14.0,1499.0,8,1.32,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Gaming,17.3,3659.4,32,4.36,1024.0,1024.0,0.0,0.0,2048.0,Windows,3840,2160,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
MSI,Gaming,17.3,1348.48,8,2.7,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,489.9,4,1.9,1024.0,0.0,0.0,0.0,1024.0,No OS,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,719.0,8,2.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Dell,2 in 1 Convertible,13.3,649.0,4,1.71,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Dell,Notebook,15.6,589.52,8,2.32,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,2.5,Intel,Core i5 7200U,AMD,Radeon R7 M445
HP,Notebook,15.6,489.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,3.0,AMD,A9-Series 9420,AMD,Radeon 520
Acer,Gaming,17.3,1935.0,16,4.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.6,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060
Dell,Notebook,15.6,649.0,12,2.25,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Notebook,15.6,650.0,6,2.1,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,3.0,AMD,A9-Series A9-9420,AMD,Radeon 520
Acer,Notebook,15.6,559.0,4,2.4,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,13.3,960.0,8,1.44,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,779.0,4,1.85,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
HP,Workstation,15.6,2419.0,16,2.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M2200
Dell,2 in 1 Convertible,13.3,659.0,8,1.55,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
MSI,Gaming,15.6,2094.48,16,1.8,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Acer,Notebook,15.6,410.8,4,2.4,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,1207.0,8,2.0,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,665.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Toshiba,Notebook,14.0,1535.0,8,1.25,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,2 in 1 Convertible,14.0,999.0,8,1.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Workstation,15.6,3299.0,16,2.5,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,0,2.8,Intel,Core i7 7600U,Nvidia,Quadro M520M
Acer,Notebook,14.0,330.0,2,1.68,0.0,0.0,0.0,32.0,32.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Samsung,Ultrabook,13.3,1649.0,16,0.81,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
HP,Notebook,15.6,539.0,8,1.86,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,14.0,1126.71,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Workstation,17.3,4389.0,16,3.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,Intel,Xeon E3-1535M v5,Nvidia,Quadro M2000M
Lenovo,Netbook,11.6,475.0,4,1.4,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,1,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
HP,Notebook,15.6,1900.0,8,1.84,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.4,Intel,Core i5 6300U,Intel,HD Graphics 520
Asus,Notebook,15.6,579.0,4,2.45,1024.0,0.0,0.0,0.0,1024.0,No OS,1366,768,0,2.3,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 950M
Lenovo,Ultrabook,14.0,1096.0,4,1.7,0.0,180.0,0.0,0.0,180.0,Windows,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Asus,Notebook,15.6,849.9,4,2.37,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,2 in 1 Convertible,13.3,1199.0,8,1.3,0.0,256.0,0.0,0.0,256.0,Windows,3200,1800,1,1.8,Intel,Core i5 6260U,Intel,HD Graphics 540
HP,Notebook,15.6,1099.0,8,2.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
HP,Workstation,15.6,1561.0,8,2.59,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M
Dell,Gaming,15.6,2868.99,16,4.42,1024.0,256.0,0.0,0.0,1280.0,Windows,3840,2160,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Acer,Notebook,15.6,599.0,4,2.1,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Gaming,15.6,1048.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Dell,Ultrabook,12.5,1859.0,16,1.18,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7600U,Intel,HD Graphics 620
Google,Ultrabook,12.3,1559.0,8,1.1,0.0,256.0,0.0,0.0,256.0,Chrome OS,2400,1600,1,1.2,Intel,Core i5 7Y57,Intel,HD Graphics 615
Asus,Ultrabook,13.3,1129.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,3200,1800,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,13.3,849.0,4,1.65,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Acer,Notebook,13.3,655.0,4,1.6,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Asus,Notebook,17.3,470.34,4,2.8,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.1,Intel,Pentium Quad Core N4200,Nvidia,GeForce 920MX
Dell,Gaming,15.6,1099.0,16,2.72,1024.0,128.0,0.0,0.0,1152.0,Windows,3840,2160,1,2.6,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M
Samsung,Ultrabook,13.3,1599.0,8,1.31,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Acer,Notebook,15.6,298.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
Dell,Notebook,15.6,1181.27,16,2.3,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M445
Samsung,2 in 1 Convertible,15.0,1799.0,16,1.71,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,AMD,Radeon 540
Toshiba,Notebook,14.0,1020.0,4,1.75,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
